ID,nome,genero,idade,etnia,formacao,estado,tempo_de_casa,departamento,senioridade
89F8,Avelino Danilo Pires Gomes,Masculino,18,Pardo,Pos graduacao,MG,,Vendas,Estagiario
60DC,Batista Ali Chirabu de Barbosa,Masculino,33,Preto,Ensino Superior,SP,6,TI,Analista Senior
B482,Rivaldo Anras Prates,Masculino,29,Pardo,Ensino Superior,SE,3,Marketing,Analista Pleno
4E96,Wellington Ronaldo Griglini de Linhares,Masculino,23,Branco,Doutorado,RS,8,TI,Analista Pleno
C9FE,Anakin de Souza dos Santos,Masculino,21,Pardo,Ensino Superior,ES,5,Desenvolvimento de Produtos,Analista Pleno
FFBE,Roger de Pereira,Masculino,20,Pardo,Ensino Superior,RJ,6,TI,Analista Pleno
9783,Hildebrando de Souza,Masculino,36,Pardo,Ensino Superior,BA,9,Marketing,Analista Junior
0FD7,Talita Guga,Feminino,33,Branco,Ensino Medio,RJ,9,Administrativo,Gerente
EBE2,Violeta da Silva Valimszo Fragoso,Feminino,29,Pardo,Ensino Superior,SP,6,Recursos Humanos,Analista Senior
4BD3,Wellington Osvaldo Shoelauer,Masculino,21,Branco,Ensino Superior,MS,,Compras,Gerente
7F97,Cesar Samuel Duque,Masculino,19,Pardo,Ensino Superior,RJ,,Contabilidade,Analista Senior
6AEB,Dante Inuzefaman Naves,Masculino,20,Branco,Pos graduacao,SC,5,Contabilidade,Analista Junior
0EBB,Caroline Silvia Odrison Weiss,Feminino,27,Pardo,Pos graduacao,GO,3,Administrativo,Analista Senior
F939,Lucas Fagner Dlapo de Arantes Nytrya,Masculino,26,Pardo,Ensino Medio,DF,10,Operacoes,Analista Pleno
6E9A,Eric Cesar de Barbosa,Masculino,20,Pardo,Pos graduacao,AM,3,Desenvolvimento de Produtos,Analista Pleno
216D,Gabriel Gredio,Masculino,36,Branco,Ensino Superior,ES,8,Recursos Humanos,Analista Junior
5008,Severino Denis Fruzypluym de Ortiz,Masculino,27,Preto,Ensino Medio,RJ,11,Marketing,Analista Pleno
D086,Joyce Laila Clocumyl de Peres Priztam,Feminino,35,Pardo,Mestrado,MS,11,Marketing,Analista Junior
CF9A,Tomaz Nilo de Amorim Neto,Masculino,47,Preto,Ensino Superior,RR,8,TI,Analista Senior
A219,Jose da Graca,Masculino,22,Branco,Ensino Superior,PA,2,Compras,Analista Pleno
F13F,Laerte de Martins,Masculino,50,Pardo,Pos graduacao,AM,8,Recursos Humanos,Analista Pleno
FF95,Olavo Adriano da Silva Terceiro,Masculino,28,Pardo,Ensino Superior,MG,8,Desenvolvimento de Produtos,Analista Pleno
3247,Leia Susan de Barros Bavre,Feminino,25,Branco,Doutorado,PA,5,Marketing,Analista Pleno
319D,Paulo David Branco Vuaelulson Junior,Masculino,20,Pardo,Ensino Superior,SE,,Vendas,Analista Senior
FE01,Patrick Kevin Tema,Masculino,28,Branco,Ensino Superior,SE,5,Vendas,Analista Junior
E08D,Wilma Jangada de Moreira,Feminino,34,Pardo,Ensino Superior,BA,7,Administrativo,Analista Pleno
E96B,Olavo de Noronha,Masculino,26,Branco,Ensino Superior,RN,4,Administrativo,Analista Pleno
480C,Anakin Joaquim de Duarte,Masculino,23,Preto,Pos graduacao,RR,4,Operacoes,Analista Pleno
D2F3,Vanessa Hellen da Graca,Feminino,35,Pardo,Doutorado,RJ,6,Operacoes,Analista Pleno
B10D,Rivaldo Ali Yumeto da Silva,Masculino,26,Branco,Pos graduacao,SP,3,Marketing,Analista Junior
562A,Luis Decio da Silva,Masculino,22,Pardo,Ensino Superior,SE,4,Operacoes,Analista Senior
06D0,Camilo Wilson Beoarn,Masculino,37,Pardo,Doutorado,SP,2,TI,Analista Pleno
CB1C,Quico de Oliveira Franco,Masculino,39,Pardo,Mestrado,RJ,6,Operacoes,Analista Junior
E998,Luiz Jaziel Joliga,Masculino,42,Pardo,Pos graduacao,AC,9,Vendas,Analista Senior
BC69,Lino Portugal de Oliveira Neto,Masculino,31,Pardo,Ensino Superior,MG,2,Operacoes,Analista Senior
6FC6,Luzinete Bete de Muniz Danoa,Feminino,23,Branco,Pos graduacao,RS,4,TI,Gerente
50ED,Sheila Ingrid da Silva dos Santos,Feminino,32,Branco,Pos graduacao,GO,0,Compras,Analista Senior
AA5A,Wellington Gilberto Preto,Masculino,35,Preto,Pos graduacao,GO,2,TI,Analista Senior
E31C,Josiane Angelica Abuho,Feminino,37,Branco,Ensino Superior,RJ,2,TI,Analista Junior
BE23,Kim Jacinto de Peres Hodaguna,Masculino,44,Branco,Ensino Superior,PR,7,Operacoes,Analista Junior
CAF4,Israel Anieztison de Amorim Neto,Masculino,21,Pardo,Pos graduacao,SE,3,Marketing,Analista Junior
5666,Avelino Wesley Gomes do Maranhao da Silva,Masculino,21,Branco,Ensino Superior,RJ,5,Vendas,Analista Pleno
3EB1,Ademar Omenclos de Monteiro,Masculino,25,Branco,Ensino Medio,SC,5,Desenvolvimento de Produtos,Analista Pleno
E57E,Ciro de Campos da Silva do Maranhao Junior,Masculino,41,Branco,Ensino Superior,AL,8,TI,Analista Pleno
75F5,Oseas Samuel Branco Zedobo,Masculino,50,Pardo,Ensino Superior,MT,5,Marketing,Gerente
BCE9,Mario Israel de Moura Nijizeya,Masculino,43,Preto,Mestrado,MG,7,Compras,Gerente
21B0,Ismael Luigi Moreno Paasu,Masculino,34,Pardo,Ensino Medio,DF,7,TI,Analista Pleno
8F99,Marciano Julio Gesu,Masculino,24,Branco,Ensino Superior,PB,6,Desenvolvimento de Produtos,Analista Junior
F0BF,Wilson de Alvarenga Gomes,Masculino,27,Branco,Pos graduacao,MA,6,Administrativo,Analista Junior
F4B6,Robert de Garcia Nodogimo Junior,Masculino,24,Pardo,Ensino Superior,MG,8,Desenvolvimento de Produtos,Analista Junior
6D0F,Anderson de Souza,Masculino,32,Branco,Ensino Superior,MG,4,Recursos Humanos,Analista Junior
0900,Rafael Luke Rosgern,Masculino,52,Branco,Ensino Superior,SC,11,TI,Analista Senior
FE9C,Marlon Nicolau de Alvim,Masculino,22,Branco,Ensino Superior,MA,5,Operacoes,Analista Pleno
BAE3,Rosangela de Britto,Feminino,31,Branco,Ensino Superior,AM,6,Compras,Analista Pleno
FE92,Roger de Guimaraes,Masculino,22,Pardo,Pos graduacao,PA,,Desenvolvimento de Produtos,Analista Junior
49E9,Vinicius de Uchoa Oeson,Masculino,45,Preto,Ensino Superior,AM,8,Desenvolvimento de Produtos,Gerente
CEDD,Giuseppe Joaquim Pimuru,Masculino,26,Pardo,Ensino Superior,PR,9,Contabilidade,Analista Senior
0FD0,Ney Ronaldo Schneider do Amazonas,Masculino,19,Indigena,Ensino Superior,SP,,Administrativo,Estagiario
77E9,Joaquim Eric de Alcantara,Masculino,30,Branco,Doutorado,RN,3,Administrativo,Analista Junior
1D50,Tais de Ramos,Feminino,39,Branco,Ensino Superior,RN,4,Administrativo,Analista Pleno
D3A7,Gabriela Rosana Schmidt,Feminino,28,Pardo,Ensino Superior,SE,4,Compras,Analista Junior
4459,Luigi de Noronha dos Pinhais,Masculino,21,Pardo,Ensino Superior,TO,7,Marketing,Analista Pleno
F623,Kim de Souza da Silva Megotsu Terceiro,Masculino,29,Pardo,Ensino Medio,RJ,3,Contabilidade,Analista Senior
B01F,Clarice Laura Liscu Tieao,Feminino,34,Branco,Ensino Superior,RS,4,Contabilidade,Analista Senior
1897,Caue Guilherme da Serra,Masculino,34,Branco,Ensino Superior,RJ,7,Compras,Analista Junior
34F6,Bruno Marco de Gusmoes,Masculino,33,Pardo,Ensino Superior,MT,4,Recursos Humanos,Analista Junior
4BC3,Jesus Humberto de Munhoz,Masculino,37,Preto,Pos graduacao,TO,3,TI,Analista Senior
9A1B,Lara Preto,Feminino,29,Pardo,Ensino Superior,SC,8,Recursos Humanos,Analista Senior
DDCC,Vinicius de Souza Itoe,Masculino,22,Pardo,Mestrado,PB,1,Administrativo,Gerente
A255,Silvio de Viana,Masculino,27,Branco,Ensino Superior,MG,1,Desenvolvimento de Produtos,Gerente
7CA5,Plinio Grialmy,Masculino,21,Branco,Ensino Medio,MT,3,TI,Analista Senior
D419,Rodrigo de Menezes Rihi,Masculino,34,Pardo,Ensino Superior,PB,4,Administrativo,Gerente
6004,Michel Igraov da Silva Borba,Masculino,53,Pardo,Ensino Superior,RS,10,Compras,Analista Pleno
FC2B,Marciano de Braga Oeyrnson Haramoki,Masculino,27,Pardo,Ensino Superior,PR,2,Recursos Humanos,Analista Senior
5380,Eric Plinio da Costa,Masculino,35,Pardo,Ensino Superior,PR,4,Compras,Analista Senior
8B82,Juliano Ogruoe,Masculino,30,Branco,Ensino Superior,SC,11,Compras,Analista Pleno
732C,Aecio Eliel Duque,Masculino,19,Branco,Ensino Superior,CE,,TI,Analista Pleno
5235,Simao Alisson Fizpi,Masculino,51,Branco,Pos graduacao,RJ,9,TI,Analista Pleno
6BAD,Gilberto Agimu Mafubebe Yojamiz,Masculino,22,Pardo,Ensino Superior,RS,,Administrativo,Analista Pleno
112F,Everaldo Ximenes,Masculino,24,Preto,Ensino Superior,SP,,TI,Analista Senior
1DE4,Denise de Goncalves da Silva,Feminino,36,Branco,Ensino Superior,MS,7,Compras,Analista Junior
29DA,Mirela Fabiana Posu,Feminino,40,Pardo,Ensino Superior,AL,6,Administrativo,Analista Senior
C05D,Reginaldo Mateus de Osorio Toxasian,Masculino,40,Branco,Pos graduacao,AM,6,TI,Analista Pleno
20F6,Nelson Ciro de Rezende Basan Schmidt,Masculino,31,Pardo,Ensino Superior,MT,8,Marketing,Analista Senior
9591,Nathan Jonas Uerno Kochia Junior,Masculino,29,Branco,Pos graduacao,MG,6,Contabilidade,Analista Senior
7BC2,Thiago de Lisboa Maciel,Masculino,26,Pardo,Ensino Superior,SE,11,TI,Analista Senior
3C1B,A%0rica de Souza,Feminino,23,Pardo,Pos graduacao,PE,4,Operacoes,Analista Pleno
B98A,Gilson Cosiz Junior,Masculino,25,Branco,Ensino Superior,MS,0,Contabilidade,Analista Pleno
07A1,Felix de Braga Konaomson,Masculino,30,Branco,Ensino Superior,RO,2,Vendas,Gerente
C966,Severino Otaviano Jardim,Masculino,41,Branco,Pos graduacao,CE,13,Compras,Analista Pleno
DB9A,Ivan Altino Lopes Opumdul,Masculino,25,Pardo,Ensino Superior,MA,5,Contabilidade,Analista Pleno
59A7,Quenia Rose Klein Gremoman,Feminino,23,Pardo,Mestrado,TO,5,Operacoes,Analista Junior
2111,Rosimeire Mayra Pimenta do Prado,Feminino,27,Pardo,Ensino Superior,MG,9,Operacoes,Gerente
E109,Alessandre Helder de Pereira,Masculino,38,Pardo,Ensino Superior,MS,8,TI,Gerente
31DF,Fabio Joao Bosu,Masculino,40,Preto,Ensino Superior,CE,2,TI,Analista Junior
B9FA,Demilson Eleflaer de Teixeira,Masculino,36,Pardo,Ensino Superior,AL,0,Compras,Analista Junior
DB5D,Leila Wanda da Silva,Feminino,48,Pardo,Ensino Superior,GO,4,Contabilidade,Analista Senior
164E,Otto Eurnison de Salgado,Masculino,20,Pardo,Ensino Superior,PE,,Recursos Humanos,Analista Pleno
8D19,Marlene Tali,Feminino,20,Preto,Pos graduacao,RN,,Compras,Analista Senior
F012,Alisson de Toledo Junior,Masculino,,Pardo,Ensino Superior,RO,4,Vendas,Analista Junior
A31C,Jesus Lionu Mome,Masculino,30,Pardo,Ensino Medio,MG,5,TI,Analista Senior
5354,Reginaldo de Padilha Flabeol,Masculino,22,Branco,Ensino Superior,TO,0,Operacoes,Analista Junior
06A6,Matheus Avelino de Noronha Aemao,Masculino,41,Pardo,Ensino Superior,PB,8,Contabilidade,Analista Junior
ADE0,Otavio de Almeida,Masculino,32,Branco,Ensino Superior,SP,7,Administrativo,Analista Senior
FD5D,Caio Milton de Toledo Zeeri,Masculino,31,Branco,Ensino Superior,PI,5,Recursos Humanos,Analista Pleno
5585,Bruna Dias Aoao,Feminino,37,Pardo,Pos graduacao,MG,1,Contabilidade,Analista Senior
6ED0,Wesley Geraldo Ammal Buarque,Masculino,41,Branco,Ensino Superior,GO,12,Vendas,Analista Senior
CDE1,Luciana de Malta Cleorny Schmidt,Feminino,28,Pardo,Ensino Superior,DF,6,Recursos Humanos,Analista Pleno
35A2,Caue de Lacerda Cicaisza dos Santos,Masculino,23,Pardo,Ensino Superior,AC,5,Recursos Humanos,Analista Junior
6309,Avelino Heitor de Salvador Vaz,Masculino,40,Branco,Pos graduacao,RJ,3,Administrativo,Analista Junior
1D1E,"Bete A,ngela de Barbosa",Feminino,22,Pardo,Ensino Superior,SP,3,Administrativo,Analista Pleno
9502,Valeska Maira Dutra Frias,Feminino,31,Pardo,Ensino Superior,DF,4,Marketing,Analista Pleno
791F,Leo Matheus de Souza,Masculino,27,Branco,Ensino Superior,GO,2,Marketing,Analista Junior
6607,Luigi Xavier de Ortiz Eyzuson,Masculino,24,Branco,Ensino Superior,RO,6,TI,Gerente
B4E2,Heitor de Jesus do Parana Pimenta Junior,Masculino,25,Pardo,Ensino Superior,MG,5,Marketing,Analista Junior
42DB,Edu Eduardo da Silva,Masculino,36,Pardo,Pos graduacao,RR,4,Marketing,Diretor
AD25,Hilda Oiman,Feminino,36,Preto,Ensino Superior,SP,4,TI,Analista Senior
2291,Tales Camara Umiciosman,Masculino,36,Branco,Ensino Superior,AM,1,Administrativo,Analista Junior
0A62,Ariana dos Santos Npubo Dissescafarn,Feminino,30,Pardo,Ensino Superior,RJ,9,Administrativo,Analista Senior
2C01,Alexandre de Fraga da Silva,Masculino,27,Branco,Ensino Medio,SC,12,Desenvolvimento de Produtos,Analista Pleno
9286,Suellen Fernanda da Silva Amploneov,Feminino,35,Branco,Ensino Superior,CE,2,Vendas,Analista Junior
F0DB,Karl Jose Ecruer do Amaral,Masculino,19,Pardo,Ensino Superior,AC,3,Vendas,Analista Junior
090A,Yolanda da Mata,Feminino,19,Branco,Doutorado,MG,,Administrativo,Gerente
1EF5,Murilo de Souza,Masculino,22,Branco,Ensino Superior,MG,6,TI,Analista Junior
CEA0,Cicero dos Santos,Masculino,30,Branco,Ensino Superior,PR,6,Desenvolvimento de Produtos,Analista Junior
5E40,Avelino Dionisio Tlecaim de Moreira,Masculino,32,Branco,Pos graduacao,RJ,8,Marketing,Analista Senior
2D30,Joao Glinsournao,Masculino,24,Pardo,Pos graduacao,RR,,Recursos Humanos,Analista Junior
4CB4,Karina Marielle da Nobrega Herrera,Feminino,25,Pardo,Pos graduacao,TO,6,TI,Analista Senior
6EE6,Anna da Silva,Feminino,36,Pardo,Ensino Superior,SP,7,TI,Analista Pleno
0008,Jeniffer Elizabete da Paz Paim Danogean,Feminino,28,Branco,Ensino Superior,RO,6,Marketing,Analista Senior
8C9F,Celeste Suely Botsuie Habi,Feminino,35,Pardo,Doutorado,AM,9,TI,Gerente
2186,Carlos Gomes,Masculino,32,Indigena,Ensino Superior,PI,6,Compras,Analista Junior
926C,Elano de Pereira dos Santos Tele,Masculino,39,Branco,Ensino Superior,RJ,10,Vendas,Analista Junior
5CCE,Washington Bento Weber,Masculino,32,Pardo,Doutorado,RJ,6,Contabilidade,Analista Junior
0856,Lino Danilo Iryomfaman Aornivic,Masculino,23,Pardo,Doutorado,RS,0,Contabilidade,Analista Senior
154E,Giovanni Uenean,Masculino,23,Branco,Ensino Superior,AL,4,Contabilidade,Analista Pleno
1CB3,Osorio de Souza Neto,Masculino,37,Branco,Mestrado,AP,7,Recursos Humanos,Analista Pleno
40B7,Decio de Gusmao,Masculino,28,Branco,Ensino Superior,AC,8,Operacoes,Analista Junior
F163,Helder Saulo Tristao Klein de Barbosa,Masculino,30,Pardo,Ensino Superior,MG,8,Desenvolvimento de Produtos,Analista Junior
0C94,Hilton Valente,Masculino,28,Pardo,Mestrado,PB,7,Contabilidade,Analista Pleno
2FDA,Adonis Edu Dias,Masculino,20,Pardo,Ensino Superior,CE,6,Compras,Analista Senior
CE17,Jairo Lino Beloleson Neto,Masculino,35,Branco,Ensino Superior,PA,6,Contabilidade,Analista Junior
3863,Omar Manoel de Barbosa da Silva,Masculino,21,Pardo,Ensino Superior,SP,,Contabilidade,Analista Junior
EA91,Heron Manoel Naves Vaz Thupeison,Masculino,37,Pardo,Pos graduacao,MA,2,Administrativo,Analista Senior
FDD2,Joao Seocrem,Masculino,37,Preto,Ensino Medio,BA,9,Desenvolvimento de Produtos,Analista Junior
298A,Ali de Moreira Rirntreov Terceiro,Masculino,43,Pardo,Ensino Superior,SP,3,Operacoes,Analista Junior
D749,Sara Eliane Apison,Feminino,37,Pardo,Ensino Superior,SP,0,Administrativo,Analista Pleno
19AA,Fabricio de Alcantara,Masculino,28,Pardo,Ensino Superior,RR,1,Recursos Humanos,Analista Junior
0578,Alessandre de Pascoal,Masculino,44,Branco,Ensino Superior,RN,9,Recursos Humanos,Analista Junior
892A,Robert Itamar Castelo,Masculino,33,Pardo,Ensino Superior,MG,11,Operacoes,Diretor
8D37,Marco Panaoman,Masculino,35,Pardo,Mestrado,CE,5,Marketing,Analista Junior
20D3,Chico Sandro de Parreira,Masculino,42,Pardo,Ensino Superior,GO,7,Contabilidade,Analista Pleno
6281,Itamar Gilson Gois,Masculino,29,Branco,Doutorado,RN,2,Vendas,Analista Pleno
5758,Rivaldo Leandro da Gama de Cerqueira Tohoya,Masculino,36,Pardo,Pos graduacao,RJ,6,Desenvolvimento de Produtos,Analista Senior
678A,Simone Amanda Maciel dos Santos,Feminino,26,Branco,Ensino Superior,MG,5,Contabilidade,Analista Junior
D386,Monica de Viana,Feminino,23,Pardo,Ensino Superior,AC,2,Marketing,Gerente
A830,Edivaldo Gloveov,Masculino,28,Preto,Mestrado,PR,,Compras,Analista Senior
494C,Fabiana da Silva,Feminino,45,Branco,Ensino Superior,PR,3,Compras,Analista Junior
86F1,Aecio Varoai,Masculino,36,Preto,Doutorado,RR,5,Vendas,Gerente
6498,Yuri de Santana Urnta,Masculino,23,Pardo,Mestrado,PB,7,Operacoes,Analista Senior
7563,Hamilton Gilson Tageha,Masculino,33,Pardo,Doutorado,MG,0,Recursos Humanos,Analista Junior
2CA0,Henrique de Mello d'Avila,Masculino,22,Pardo,Pos graduacao,RO,,Vendas,Analista Junior
BF41,Jeferson Igor Klein de Brito Suso,Masculino,48,Pardo,Ensino Superior,PE,10,TI,Analista Senior
D3AB,Rodolfo Mariano do Prado Erndurn,Masculino,28,Pardo,Ensino Superior,RJ,4,Compras,Analista Senior
607D,Liane Amelia da Gama,Feminino,19,Branco,Ensino Superior,BA,4,Marketing,Analista Pleno
E452,Catarina Elisa Pioil Rangel,Feminino,18,Pardo,Ensino Superior,RJ,,Compras,Gerente
BA83,Quirino Charles Kane,Masculino,45,Preto,Mestrado,GO,8,Marketing,Analista Junior
9D6E,Gilson Juliano Edoer da Graca Buarque Terceiro,Masculino,42,Branco,Ensino Superior,SC,7,Marketing,Analista Senior
B1C8,Margarida Isabela Bile,Feminino,22,Preto,Ensino Superior,RR,,Operacoes,Analista Pleno
1B60,Robson Marlon Dutlimaz,Masculino,25,Branco,Ensino Superior,PB,2,Administrativo,Analista Junior
C3CD,Vitor Guerra de Alencar Jardim Neto,Masculino,49,Pardo,Doutorado,AP,6,TI,Analista Pleno
10F9,Mauricio de Paranhos,Masculino,24,Pardo,Ensino Superior,MG,4,Administrativo,Analista Senior
00BD,Caroline de Souza,Feminino,40,Branco,Ensino Superior,RS,2,Vendas,Analista Junior
F2F3,Priscila Duque,Feminino,39,Branco,Doutorado,MG,5,Recursos Humanos,Analista Pleno
FC97,Joaquim Leo Rosatto de Alves,Masculino,21,Branco,Ensino Superior,ES,,Desenvolvimento de Produtos,Analista Junior
1391,Eduardo Renato da Silva Ulean,Masculino,25,Pardo,Ensino Superior,RJ,2,Administrativo,Analista Junior
5233,Jeferson Udamca de Souza,Masculino,35,Branco,Doutorado,PR,2,Compras,Analista Junior
6F62,Milton Samuel Banhos,Masculino,44,Pardo,Ensino Superior,SC,7,Administrativo,Analista Senior
EB49,Tales Nilo dos Santos,Masculino,35,Branco,Ensino Superior,PE,8,Administrativo,Analista Senior
97CD,Vivian Gutierrez do Parana Hoyubasa,Feminino,56,Pardo,Ensino Superior,SP,5,Marketing,Gerente
A31A,Moacyr de Osorio,Masculino,36,Branco,Ensino Superior,RS,3,Administrativo,Analista Pleno
5D49,Luciano da Cunha,Masculino,39,Pardo,Mestrado,RN,4,Vendas,Analista Senior
B2C7,Cleberson Everton da Silva,Masculino,20,Branco,Ensino Superior,MT,,Operacoes,Analista Junior
8A55,Artur dos Santos,Masculino,25,Branco,Ensino Superior,PE,1,Administrativo,Analista Junior
549C,Tulio Otan,Masculino,33,Preto,Pos graduacao,AP,2,Desenvolvimento de Produtos,Analista Senior
2EB5,Diogo Elano de Monteiro,Masculino,58,Pardo,Ensino Superior,CE,9,TI,Analista Senior
AF1A,Robson Coutinho,Masculino,40,Branco,Pos graduacao,SC,,TI,Analista Pleno
138C,Demilson Ieson dos Reis,Masculino,22,Pardo,Ensino Superior,SP,4,Compras,Analista Junior
BF1B,Heitor Juan de Figueira,Masculino,34,Preto,Ensino Superior,RO,8,Marketing,Analista Junior
F396,Guilherme Sumranov,Masculino,20,Branco,Ensino Superior,PR,4,TI,Gerente
22F2,Joao Jeferson de Morais Makopu Junior,Masculino,18,Branco,Doutorado,MG,4,Marketing,Analista Pleno
92BA,Edson Auaer de Chaves,Masculino,34,Branco,Pos graduacao,RS,5,Compras,Analista Junior
6947,Janete Lilian Gutierrez Pimenta,Feminino,28,Pardo,Ensino Superior,MG,0,Desenvolvimento de Produtos,Analista Junior
3122,Ana Rosana de Santo Antonio,Feminino,36,Branco,Mestrado,AL,3,Vendas,Analista Senior
AC2F,Joao Cleber Imgluman,Masculino,25,Branco,Ensino Superior,MA,8,Recursos Humanos,Analista Junior
2C2C,Laerte Fibyinson Junior,Masculino,44,Pardo,Ensino Superior,GO,1,Recursos Humanos,Analista Junior
F6ED,Alisson Itamar Gomes de Osorio da Luz,Masculino,22,Pardo,Ensino Superior,CE,3,Marketing,Analista Junior
BE70,Willian Micael Koa de Oliveira Tyiman,Masculino,56,Branco,Ensino Superior,MS,11,Administrativo,Analista Senior
EA26,Toninho Yuri Powa,Masculino,32,Branco,Ensino Superior,RS,8,Marketing,Analista Junior
534C,Renata de Barboza Carapoa,Feminino,46,Pardo,Ensino Superior,SP,6,Operacoes,Analista Senior
D318,Berenice Sara de Oliveira,Feminino,31,Branco,Ensino Superior,RS,6,Desenvolvimento de Produtos,Analista Pleno
9009,Daniela Jieozao Oculeov,Feminino,39,Branco,Ensino Medio,SC,8,Contabilidade,Analista Pleno
61EF,Nelson Seixas de Fernandes,Masculino,20,Pardo,Ensino Superior,TO,5,Recursos Humanos,Analista Junior
FBF4,Marcelo de Miranda,Masculino,46,Branco,Ensino Superior,RR,2,Administrativo,Estagiario
F439,Leonardo da Silva dos Santos,Masculino,40,Branco,Ensino Medio,CE,8,TI,Analista Senior
4403,Helder Paisge,Masculino,25,Branco,Doutorado,AL,,Recursos Humanos,Analista Junior
14B7,Felipe Edinaldo de Barbosa Goscke,Masculino,49,Preto,Ensino Superior,SC,7,TI,Analista Pleno
447F,Baltazar Reru Portugal Junior,Masculino,19,Branco,Ensino Superior,RS,4,Desenvolvimento de Produtos,Analista Pleno
A48E,Emanoel dos Santos Klein,Masculino,25,Pardo,Ensino Superior,MG,,Desenvolvimento de Produtos,Gerente
4FFA,Avelino de Pimentel,Masculino,20,Pardo,Ensino Superior,SC,,Compras,Analista Junior
4143,Arthur de Barbosa,Masculino,27,Branco,Ensino Superior,SC,3,TI,Analista Pleno
1DD2,Jacinto Reinaldo Guerra,Masculino,26,Pardo,Ensino Superior,PB,9,Vendas,Analista Pleno
E58C,Tales Chico Dapeces do Parana Vaz,Masculino,47,Pardo,Ensino Superior,GO,,Administrativo,Analista Pleno
95CB,Mateus Edu Mineiro Vaiuro,Masculino,26,Pardo,Ensino Superior,AL,2,Contabilidade,Analista Senior
7027,Ana Rasornomov Oison,Feminino,40,Preto,Pos graduacao,RO,10,Desenvolvimento de Produtos,Analista Junior
7403,Aecio Adonis Urosson,Masculino,45,Pardo,Ensino Superior,RJ,7,Marketing,Diretor
5195,Bete Ipanvic de Mendonca do Nascimento,Feminino,33,Branco,Mestrado,SP,6,Contabilidade,Analista Junior
EE28,Quenia Carla de Barros,Feminino,19,Pardo,Ensino Medio,MG,,TI,Gerente
D0DB,Teresa Eyhiman,Feminino,42,Branco,Ensino Superior,RR,4,Compras,Analista Pleno
B693,Nivaldo Paulo Portugal de Barbosa,Masculino,41,Pardo,Mestrado,DF,5,Marketing,Gerente
4211,Gilberto Olavo Iuaflern,Masculino,20,Pardo,Ensino Medio,RS,4,Administrativo,Analista Pleno
340A,Quico Giuseppe Belasi,Masculino,27,Branco,Ensino Superior,AM,8,Contabilidade,Analista Senior
445E,Ayrton Omaov,Masculino,22,Pardo,Pos graduacao,SE,2,Compras,Analista Junior
F386,Max Tales da Silva de Angola,Masculino,19,Pardo,Ensino Superior,RJ,,Administrativo,Analista Junior
982B,Juan Boris Jangada,Masculino,42,Branco,Ensino Superior,MG,5,Vendas,Gerente
